fecha,direccion,categoria,latitudes,longitudes
2011-05-25 08:30:00,"CL33 #31-27, Palmira - Valle del Cauca, Colombia",HURTOPERSONAS,3.5291875,-76.2729781
2011-05-26 19:30:00,"CR27 #37-2, Palmira - Valle del Cauca, Colombia",HURTOPERSONAS,3.5334626,-76.29695149999999
2011-05-13 05:00:00,"CR27#37, Palmira - Valle del Cauca, Colombia",HURTOAUTOMOTORES,3.5335829,-76.2970173
2011-05-29 18:30:00,"CR16#39-21, Palmira - Valle del Cauca, Colombia",HURTOAUTOMOTORES,3.5379718,-76.2971657
2011-05-27 21:20:00,"CR13#35, Palmira - Valle del Cauca, Colombia",HURTOMOTOCICLETAS,3.5319057,-76.2855323
2011-05-15 21:30:00,"CL32A#6, Palmira - Valle del Cauca, Colombia",HURTOPERSONAS,3.5379718,-76.2971657
2011-05-26 00:00:00,"CR25 #30-2, Palmira - Valle del Cauca, Colombia",HURTOPERSONAS,3.5266296,-76.2963778
2011-05-26 00:00:00,"CL28A #12-2, Palmira - Valle del Cauca, Colombia",HURTOPERSONAS,3.5247665,-76.29190559999999
2011-05-27 15:00:00,"CL30 #29-2, Palmira - Valle del Cauca, Colombia",HURTOPERSONAS,3.5270787,-76.2997803
2011-05-27 22:40:00,"CL29 #25-51, Palmira - Valle del Cauca, Colombia",HURTOPERSONAS,3.5257443,-76.29698309999999
2011-05-27 15:30:00,"CR28 #29-2, Palmira - Valle del Cauca, Colombia",HURTOPERSONAS,3.5260484,-76.2990585
2011-05-27 09:30:00,"CL28 #26-71, Palmira - Valle del Cauca, Colombia",HURTOPERSONAS,3.525132,-76.2982743
2011-05-27 20:45:00,"CL42 #20-7, Palmira - Valle del Cauca, Colombia",HURTOPERSONAS,3.5369713,-76.2913363
2011-05-27 22:00:00,"CR20 #38-2, Palmira - Valle del Cauca, Colombia",HURTOPERSONAS,3.5379718,-76.2971657
2011-05-27 14:00:00,"CR28 #35-2, Palmira - Valle del Cauca, Colombia",HURTOPERSONAS,3.5319992,-76.2981544
2011-05-27 08:00:00,"CRA22 #38-75, Palmira - Valle del Cauca, Colombia",HURTOPERSONAS,3.5347959,-76.29278769999999
2011-05-28 09:00:00,"CL29 #17-50, Palmira - Valle del Cauca, Colombia",HURTOPERSONAS,3.5249308,-76.29018909999999
2011-05-31 09:00:00,"CR28 #21-30, Palmira - Valle del Cauca, Colombia",HURTOPERSONAS,3.5141943,-76.30148179999999
2011-06-01 05:00:00,"CR30 #28-2, Palmira - Valle del Cauca, Colombia",HURTOPERSONAS,3.5255733,-76.3010169
2011-06-02 17:22:00,"CR27 #29-18, Palmira - Valle del Cauca, Colombia",HURTOPERSONAS,3.5260326,-76.2980482
2011-06-04 03:50:00,"CR26 #30-2, Palmira - Valle del Cauca, Colombia",HURTOPERSONAS,3.5267491,-76.2971955
2011-06-04 04:00:00,"CL31 #20-2, Palmira - Valle del Cauca, Colombia",HURTOPERSONAS,3.528994,-76.30627799999999
2011-06-04 03:30:00,"CR29 #28-2, Palmira - Valle del Cauca, Colombia",HURTOPERSONAS,3.5254147,-76.3000033
2011-06-04 18:42:00,"CL31 #25-2, Palmira - Valle del Cauca, Colombia",HURTOPERSONAS,3.5257148,-76.2822307
2011-06-04 07:35:00,"CL29 #31-28, Palmira - Valle del Cauca, Colombia",HURTOPERSONAS,3.5266321,-76.3019989
2011-06-06 10:25:00,"CL28 #30-2, Palmira - Valle del Cauca, Colombia",HURTOPERSONAS,3.5379718,-76.2971657
2011-06-06 03:30:00,"CR21 #30-2, Palmira - Valle del Cauca, Colombia",HURTOPERSONAS,3.5270462,-76.2997783
2011-06-07 04:04:00,"CL31 #17-61, Palmira - Valle del Cauca, Colombia",HURTOPERSONAS,3.528994,-76.30627799999999
2011-06-07 09:30:00,"CR29 #27-10, Palmira - Valle del Cauca, Colombia",HURTOPERSONAS,3.5060719,-76.298855
2011-06-07 20:30:00,"CL29 #21-2, Palmira - Valle del Cauca, Colombia",HURTOPERSONAS,3.5253017,-76.293166
2011-06-07 19:30:00,"CL30 #20-2, Palmira - Valle del Cauca, Colombia",HURTOPERSONAS,3.526115,-76.2922075
2011-06-08 11:15:00,"CR24 #32-2, Palmira - Valle del Cauca, Colombia",HURTOPERSONAS,3.5287786,-76.29534509999999
2011-06-08 16:00:00,"CL30 #26-2, Palmira - Valle del Cauca, Colombia",HURTOPERSONAS,3.5267403,-76.2972058
2011-06-08 00:00:00,"CR33 #37-49, Palmira - Valle del Cauca, Colombia",HURTOPERSONAS,3.5348775,-76.3027859
2011-06-08 13:00:00,"CL33 #31-27, Palmira - Valle del Cauca, Colombia",HURTOPERSONAS,3.5291875,-76.2729781
2011-06-09 09:30:00,"CR27 #37-2, Palmira - Valle del Cauca, Colombia",HURTOPERSONAS,3.5334626,-76.29695149999999
2011-06-09 20:45:00,"CR27 #37-2, Palmira - Valle del Cauca, Colombia",HURTOPERSONAS,3.5334626,-76.29695149999999
2011-06-10 23:00:00,"CR29 #33-2, Palmira - Valle del Cauca, Colombia",HURTOPERSONAS,3.5379718,-76.2971657
2011-06-10 21:00:00,"CR25 #40-2, Palmira - Valle del Cauca, Colombia",HURTOPERSONAS,3.5359702,-76.2947786
2011-06-10 19:15:00,"CR28 #34-2, Palmira - Valle del Cauca, Colombia",HURTOPERSONAS,3.5311847,-76.29828549999999
2011-06-10 00:00:00,"CL36 #19-33, Palmira - Valle del Cauca, Colombia",HURTOPERSONAS,3.5317053,-76.29083659999999
2011-06-10 11:00:00,"CL37A #27-2, Palmira - Valle del Cauca, Colombia",HURTOPERSONAS,3.5340568,-76.2968502
2011-06-10 16:00:00,"CL41 #32-2, Palmira - Valle del Cauca, Colombia",HURTOPERSONAS,3.5376176,-76.30098110000002
2011-06-10 11:25:00,"CR28 #38-2, Palmira - Valle del Cauca, Colombia",HURTOPERSONAS,3.5348047,-76.297781
2011-06-11 21:35:00,"CL34 #30-2, Palmira - Valle del Cauca, Colombia",HURTOPERSONAS,3.5379718,-76.2971657
2011-06-11 08:00:00,"CL21 #28-13, Palmira - Valle del Cauca, Colombia",HURTOPERSONAS,3.5147383,-76.272998
2011-06-11 00:00:00,"CL21 #24-2, Palmira - Valle del Cauca, Colombia",HURTOPERSONAS,3.5379718,-76.2971657
2011-06-11 21:45:00,"CL23 #30-2, Palmira - Valle del Cauca, Colombia",HURTOPERSONAS,3.5213071,-76.30174389999999
2011-06-12 10:30:00,"CR5A #26-2, Palmira - Valle del Cauca, Colombia",HURTOPERSONAS,3.5062121,-76.298593
2011-06-12 15:50:00,"CL31 #44-2, Palmira - Valle del Cauca, Colombia",HURTOPERSONAS,3.528994,-76.30627799999999
2011-06-13 16:00:00,"CL31 #44-239, Palmira - Valle del Cauca, Colombia",HURTOPERSONAS,3.5285422,-76.31595089999999
2011-06-14 05:30:00,"CL25 #36A-2, Palmira - Valle del Cauca, Colombia",HURTOPERSONAS,3.523236,-76.3081153
2011-06-14 14:40:00,"CL35 #41-2, Palmira - Valle del Cauca, Colombia",HURTOPERSONAS,3.5322839,-76.3113613
2011-06-15 22:00:00,"CL30 #15-2, Palmira - Valle del Cauca, Colombia",HURTOPERSONAS,3.5255194,-76.28787559999999
2011-06-15 14:02:00,"CR16 #39-21, Palmira - Valle del Cauca, Colombia",HURTOPERSONAS,3.5379718,-76.2971657
2011-06-15 10:40:00,"CR35 #16-74, Palmira - Valle del Cauca, Colombia",HURTOPERSONAS,3.5485968,-76.30635629999999
2011-06-15 00:00:00,"CL39 #13A-9, Palmira - Valle del Cauca, Colombia",HURTOPERSONAS,3.5348098,-76.28637429999999
2011-06-15 17:35:00,"CR13 #35-2 , Palmira - Valle del Cauca, Colombia",HURTOPERSONAS,3.531608,-76.28553699999999
2011-06-19 15:50:00,"CL32A#6, Palmira - Valle del Cauca, Colombia",HURTOPERSONAS,3.5379718,-76.2971657
2011-06-24 04:00:00,"CL35A#1-75, Palmira - Valle del Cauca, Colombia",HURTOPERSONAS,3.5327429,-76.3127745
2011-06-16 10:30:00,"CR18 #31-10, Palmira - Valle del Cauca, Colombia",HURTOPERSONAS,3.5078935,-76.30018199999999
2011-06-16 10:30:00,"CR28 #57-2, Palmira - Valle del Cauca, Colombia",HURTOPERSONAS,3.5379718,-76.2971657
2011-06-17 08:30:00,"CR36B #51-2, Palmira - Valle del Cauca, Colombia",HURTOPERSONAS,3.5379718,-76.2971657
2011-06-17 17:45:00,"CR28 #44-2, Palmira - Valle del Cauca, Colombia",HURTOPERSONAS,3.5393012,-76.2967393
2011-06-18 10:30:00,"CR28 #60-2, Palmira - Valle del Cauca, Colombia",HURTOPERSONAS,3.5560775,-76.2916245
2011-06-18 11:30:00,"CL26 #45-2, Palmira - Valle del Cauca, Colombia",HURTOPERSONAS,3.5212365,-76.2801453
2011-06-19 00:00:00,"CR28 #44-2, Palmira - Valle del Cauca, Colombia",HURTOPERSONAS,3.5393012,-76.2967393
2011-06-20 05:50:00,"CR2 #43-2, Palmira - Valle del Cauca, Colombia",HURTOPERSONAS,3.5379718,-76.2971657
2011-06-21 19:30:00,"CL47 #13-2, Palmira - Valle del Cauca, Colombia",HURTOPERSONAS,3.5421187,-76.2942523
2011-06-21 00:00:00,"CL47 #39-2, Palmira - Valle del Cauca, Colombia",HURTOPERSONAS,3.5422658,-76.3110847
2011-06-22 10:40:00,"CL45 #27-2, Palmira - Valle del Cauca, Colombia",HURTOPERSONAS,3.5402198,-76.2958733
2011-06-24 07:30:00,"CL44 #6AE-2, Palmira - Valle del Cauca, Colombia",HURTOPERSONAS,3.5399972,-76.2818214
2011-06-29 12:14:00,"CL49A#34C, Palmira - Valle del Cauca, Colombia",HURTOPERSONAS,3.5379718,-76.2971657
2011-06-24 09:30:00,"CL48A #28-2, Palmira - Valle del Cauca, Colombia",HURTOPERSONAS,3.5438243,-76.29649839999999
2011-06-24 13:00:00,"CL57 #42-69, Palmira - Valle del Cauca, Colombia",HURTOPERSONAS,3.5480356,-76.31334129999999
2011-06-25 17:00:00,"CR42 #58C-2, Palmira - Valle del Cauca, Colombia",HURTOPERSONAS,3.5495913,-76.3127402
2011-06-25 23:50:00,"DG65 #32-2, Palmira - Valle del Cauca, Colombia",HURTOPERSONAS,3.5379718,-76.2971657
2011-06-26 11:00:00,"CL62 #35-2, Palmira - Valle del Cauca, Colombia",HURTOPERSONAS,3.5521235,-76.308948
2011-06-26 15:00:00,"CL40 #28-2, Palmira - Valle del Cauca, Colombia",HURTOPERSONAS,3.537092,-76.3063696
2011-06-13 19:30:00,"CL57#25-80, Palmira - Valle del Cauca, Colombia",HURTORESIDENCIAS,3.5480067,-76.2902652
2011-06-03 10:00:00,"CR19#42, Palmira - Valle del Cauca, Colombia",HURTOENTIDADESCOMERCIALES,3.529731,-76.290291
2011-06-11 18:00:00,"CL32#29, Palmira - Valle del Cauca, Colombia",HURTOMOTOCICLETAS,3.5290913,-76.3000429
2011-06-28 22:30:00,"CL31#22, Palmira - Valle del Cauca, Colombia",HURTOMOTOCICLETAS,3.5272039,-76.2943185
2011-06-04 01:00:00,"CL36#24, Palmira - Valle del Cauca, Colombia",HURTOMOTOCICLETAS,3.5324768,-76.2949208
2011-06-18 22:30:00,"CL34#33, Palmira - Valle del Cauca, Colombia",HURTOMOTOCICLETAS,3.5305294,-76.29461289999999
2011-06-21 20:45:00,"CR28#40, Palmira - Valle del Cauca, Colombia",HURTOMOTOCICLETAS,3.536513,-76.29732
2011-06-23 16:30:00,"CR21#34, Palmira - Valle del Cauca, Colombia",HURTOMOTOCICLETAS,3.5379718,-76.2971657
2011-06-29 09:30:00,"CR25#36, Palmira - Valle del Cauca, Colombia",HURTOMOTOCICLETAS,3.532898,-76.29565319999999
2011-06-30 14:30:00,"C43D#2, Palmira - Valle del Cauca, Colombia",HURTOMOTOCICLETAS,3.5379718,-76.2971657
2011-06-30 14:30:00,"CR23#21, Palmira - Valle del Cauca, Colombia",HURTOMOTOCICLETAS,3.4802832,-76.41335699999999
2011-06-19 20:05:00,"CL42#1, Palmira - Valle del Cauca, Colombia",HURTOMOTOCICLETAS,3.5407261,-76.2856702
2011-06-23 06:00:00,"CL41#14, Palmira - Valle del Cauca, Colombia",HURTOMOTOCICLETAS,3.5366754,-76.2867354
2011-06-29 16:20:00,"CR1#35, Palmira - Valle del Cauca, Colombia",HURTOMOTOCICLETAS,3.5379718,-76.2971657
2011-06-02 14:20:00,"CL44#14, Palmira - Valle del Cauca, Colombia",HURTOMOTOCICLETAS,3.5411095,-76.2769332
2011-06-02 22:00:00,"C44#2, Palmira - Valle del Cauca, Colombia",HURTOMOTOCICLETAS,3.4802368,-76.4131893
2011-06-17 14:45:00,"CR34#47-11, Palmira - Valle del Cauca, Colombia",HURTOMOTOCICLETAS,3.5379718,-76.2971657
2011-06-02 21:00:00,"CL72#28, Palmira - Valle del Cauca, Colombia",HURTOMOTOCICLETAS,3.5588861,-76.291754
2011-06-11 10:40:00,"CR28#60, Palmira - Valle del Cauca, Colombia",HURTOMOTOCICLETAS,3.5333263,-76.2979957
2011-06-17 06:30:00,"CL18#22-9, Palmira - Valle del Cauca, Colombia",HURTOAUTOMOTORES,3.5168224,-76.2943725
2011-06-08 11:30:00,"CR28#42, Palmira - Valle del Cauca, Colombia",HURTOAUTOMOTORES,3.5380817,-76.2974866
2011-06-27 00:00:00,"CR25 #35-10, Palmira - Valle del Cauca, Colombia",HURTOPERSONAS,3.5316829,-76.2954254
2011-06-01 10:00:00,"CL34A#5E, Palmira - Valle del Cauca, Colombia",HURTOMOTOCICLETAS,3.5307318,-76.2719687
2011-06-28 18:50:00,"CR30 #54-2, Palmira - Valle del Cauca, Colombia",HURTOPERSONAS,3.5474348,-76.2976367
2011-06-01 17:46:00,"CR9#43, Palmira - Valle del Cauca, Colombia",HURTOMOTOCICLETAS,3.5379718,-76.2971657
2011-06-28 23:30:00,"CL23 #30-2, Palmira - Valle del Cauca, Colombia",HURTOPERSONAS,3.5213071,-76.30174389999999
2011-06-01 22:30:00,"CR18#31-10, Palmira - Valle del Cauca, Colombia",HURTOMOTOCICLETAS,3.5379718,-76.2971657
2011-06-28 23:30:00,"CL23 #30-2, Palmira - Valle del Cauca, Colombia",HURTOPERSONAS,3.5213071,-76.30174389999999
2011-06-01 22:30:00,"CR18#31-10, Palmira - Valle del Cauca, Colombia",HURTOMOTOCICLETAS,3.5379718,-76.2971657
2011-06-20 02:30:00,"CL29#31-28, Palmira - Valle del Cauca, Colombia",HURTOENTIDADESCOMERCIALES,3.5266321,-76.3019989
2011-06-01 17:46:00,"CL43B#2, Palmira - Valle del Cauca, Colombia",HURTOMOTOCICLETAS,3.5379718,-76.2971657
2011-06-29 23:30:00,"CL23 #30-2, Palmira - Valle del Cauca, Colombia",HURTOPERSONAS,3.5213071,-76.30174389999999
2011-06-01 22:30:00,"CR18#31-10, Palmira - Valle del Cauca, Colombia",HURTOMOTOCICLETAS,3.5379718,-76.2971657
2011-06-30 23:30:00,"CL23 #30-2, Palmira - Valle del Cauca, Colombia",HURTOPERSONAS,3.5213071,-76.30174389999999
2011-06-01 22:30:00,"CR18#31-10, Palmira - Valle del Cauca, Colombia",HURTOMOTOCICLETAS,3.5379718,-76.2971657
2011-06-30 08:30:00,"CL47 #13-2, Palmira - Valle del Cauca, Colombia",HURTOPERSONAS,3.5421187,-76.2942523
2011-07-01 07:35:00,"CR25 #29-20, Palmira - Valle del Cauca, Colombia",HURTOPERSONAS,3.5275768,-76.2950572
2011-07-01 16:15:00,"CL45A #25-2, Palmira - Valle del Cauca, Colombia",HURTOPERSONAS,3.5398514,-76.2944182
2011-07-01 23:20:00,"CR24 #27-2, Palmira - Valle del Cauca, Colombia",HURTOPERSONAS,3.5239822,-76.2958007
2011-07-01 11:40:00,"CL30 #30-2, Palmira - Valle del Cauca, Colombia",HURTOPERSONAS,3.527223,-76.30072070000001
2011-07-02 14:30:00,"CL29 #27-2, Palmira - Valle del Cauca, Colombia",HURTOPERSONAS,3.5259142,-76.2982052
2011-07-02 21:00:00,"CR25 #30-2, Palmira - Valle del Cauca, Colombia",HURTOPERSONAS,3.5266296,-76.2963778
2011-07-02 10:57:00,"CL28A #12-2, Palmira - Valle del Cauca, Colombia",HURTOPERSONAS,3.5247665,-76.29190559999999
2011-07-02 15:30:00,"CL30 #29-2, Palmira - Valle del Cauca, Colombia",HURTOPERSONAS,3.5270787,-76.2997803
2011-07-02 12:15:00,"CL29 #25-51, Palmira - Valle del Cauca, Colombia",HURTOPERSONAS,3.5257443,-76.29698309999999
2011-07-04 10:30:00,"CR28 #29-2, Palmira - Valle del Cauca, Colombia",HURTOPERSONAS,3.5260484,-76.2990585
2011-07-04 14:00:00,"CL28 #26-71, Palmira - Valle del Cauca, Colombia",HURTOPERSONAS,3.525132,-76.2982743
2011-07-04 17:30:00,"CL42 #20-7, Palmira - Valle del Cauca, Colombia",HURTOPERSONAS,3.5369713,-76.2913363
2011-07-04 11:00:00,"CR20 #38-2, Palmira - Valle del Cauca, Colombia",HURTOPERSONAS,3.5379718,-76.2971657
2011-07-05 20:00:00,"CR28 #35-2, Palmira - Valle del Cauca, Colombia",HURTOPERSONAS,3.5319992,-76.2981544
2011-07-06 09:00:00,"CL42 #22-2, Palmira - Valle del Cauca, Colombia",HURTOPERSONAS,3.5373196,-76.29241329999999
2011-07-07 09:00:00,"CR25 #32A-19, Palmira - Valle del Cauca, Colombia",HURTOPERSONAS,3.5294081,-76.296098
2011-07-07 15:30:00,"CR29 #35-2, Palmira - Valle del Cauca, Colombia",HURTOPERSONAS,3.5379718,-76.2971657
2011-07-07 14:00:00,"CR23 #26A-2, Palmira - Valle del Cauca, Colombia",HURTOPERSONAS,3.5380848,-76.2996065
2011-07-07 14:30:00,"CL22 #33A-2, Palmira - Valle del Cauca, Colombia",HURTOPERSONAS,3.5192325,-76.27950009999999
2011-07-07 17:15:00,"CL30 #27-2, Palmira - Valle del Cauca, Colombia",HURTOPERSONAS,3.5268277,-76.2980642
2011-07-08 13:25:00,"CR35 #24-44, Palmira - Valle del Cauca, Colombia",HURTOPERSONAS,3.54045,-76.3068511
2011-07-08 12:00:00,"CR30 #26-64, Palmira - Valle del Cauca, Colombia",HURTOPERSONAS,3.524282,-76.3010538
2011-07-31 21:00:00,"CL12C#24A-9, Palmira - Valle del Cauca, Colombia",HURTOPERSONAS,3.5058658,-76.2963202
2011-07-09 07:15:00,"CL27 #25-2, Palmira - Valle del Cauca, Colombia",HURTOPERSONAS,3.5241021,-76.2968038
2011-07-09 16:00:00,"CR40 #35-13, Palmira - Valle del Cauca, Colombia",HURTOPERSONAS,3.5324911,-76.3099897
2011-07-09 20:30:00,"CR42 #36A-29, Palmira - Valle del Cauca, Colombia",HURTOPERSONAS,3.5339128,-76.3128615
2011-07-09 16:30:00,"CR40 #38-2, Palmira - Valle del Cauca, Colombia",HURTOPERSONAS,3.5355557,-76.3104701
2011-07-10 13:05:00,"CL34 #43-2, Palmira - Valle del Cauca, Colombia",HURTOPERSONAS,3.5317422,-76.3141107
2011-07-11 02:00:00,"CR13 #34-2, Palmira - Valle del Cauca, Colombia",HURTOPERSONAS,3.5305402,-76.2854911
2011-07-11 20:00:00,"CL39 #15-2, Palmira - Valle del Cauca, Colombia",HURTOPERSONAS,3.5348296,-76.2876338
2011-07-11 12:20:00,"CR19 #35-37, Palmira - Valle del Cauca, Colombia",HURTOPERSONAS,3.5312732,-76.2904102
2011-07-11 22:00:00,"CR19 #36-2, Palmira - Valle del Cauca, Colombia",HURTOPERSONAS,3.5317989,-76.2904361
2011-07-11 17:15:00,"CL39 #19-2, Palmira - Valle del Cauca, Colombia",HURTOPERSONAS,3.5346423,-76.2905974
2011-07-11 17:20:00,"CL47 #31-2, Palmira - Valle del Cauca, Colombia",HURTOPERSONAS,3.5422856,-76.29933799999999
2011-07-17 14:30:00,"CL42 #47A-2, Palmira - Valle del Cauca, Colombia",HURTOPERSONAS,3.5384844,-76.31666849999999
2011-07-17 11:30:00,"CL42 #25-2, Palmira - Valle del Cauca, Colombia",HURTOPERSONAS,3.537548,-76.29452119999999
2011-07-18 14:00:00,"CL43 #32B-2, Palmira - Valle del Cauca, Colombia",HURTOPERSONAS,3.5394209,-76.30177259999999
2011-07-18 22:00:00,"CL43 #2-138, Palmira - Valle del Cauca, Colombia",HURTOPERSONAS,3.5387988,-76.27991109999999
2011-07-18 17:30:00,"CL55 #46-2, Palmira - Valle del Cauca, Colombia",HURTOPERSONAS,3.5461438,-76.31755489999999
2011-07-21 17:30:00,"CR40 #57-2, Palmira - Valle del Cauca, Colombia",HURTOPERSONAS,3.528284,-76.3101585
2011-07-21 07:30:00,"CL59 #38-2, Palmira - Valle del Cauca, Colombia",HURTOPERSONAS,3.5493458,-76.2913682
2011-07-21 20:50:00,"CL43 #32-2, Palmira - Valle del Cauca, Colombia",HURTOPERSONAS,3.5391403,-76.30077519999999
2011-07-21 19:00:00,"CL28 #30-2, Palmira - Valle del Cauca, Colombia",HURTOPERSONAS,3.5379718,-76.2971657
2011-07-21 13:20:00,"CL32 #34-2, Palmira - Valle del Cauca, Colombia",HURTOPERSONAS,3.5313931,-76.3045846
2011-07-22 19:00:00,"CL28 #21-2, Palmira - Valle del Cauca, Colombia",HURTOPERSONAS,3.5245471,-76.2932606
2011-07-24 19:30:00,"CR29 #35-37, Palmira - Valle del Cauca, Colombia",HURTOPERSONAS,3.5325036,-76.2990043
